n,time_s,comp_s,swaps_s,s_c_max,s_c_min,time_rs,comp_rs,swaps_rs,rs_c_max,rs_c_min
100,0.0124202,801.6,680.6 844,784,0.0049922,382.2,225.4 509,264
200,0.0219352,1709.8,1406.8 1887,1497,0.0070586,641.4,369.4 884,468
300,0.0433926,2653.4,2204.2 2784,2340,0.0133192,940.4,573.6 1056,627
400,0.0538088,3613.6,2855.6 3771,3423,0.0145172,1292.8,490.4 1834,942
500,0.071059,4689,3781.6 4936,4149,0.0198618,1525.8,868.6 1812,1203
600,0.0878768,5558.6,4388.8 5828,5283,0.023426,1774.8,823.6 2806,813
700,0.105543,6424.2,5079.4 6856,5718,0.0238804,1746.8,787.8 2312,1425
800,0.114992,7325,5629.6 7600,6442,0.0297726,2098.6,1311 2877,1111
900,0.138954,8302.6,6333.2 8591,8034,0.0472332,2980,1872.6 3548,1646
1000,0.150569,9616.2,7245.8 9907,9259,0.0369286,2606.4,1505.8 4152,1562
1100,0.137476,10122,7926.2 10633,9319,0.027367,2421.2,1276 4018,1650
1200,0.182773,11440.6,8696 11674,11224,0.0765336,5032.6,3539.6 6736,2566
1300,0.167248,12194.4,9085.8 12874,11040,0.0522716,4838.4,2195.2 6129,3489
1400,0.189066,12933.2,9319.2 13646,12215,0.0612434,4626.4,2119.2 7748,3173
1500,0.216657,13900.4,10642.8 14516,12414,0.0702112,5033.2,3072.4 6581,2963
1600,0.263289,15494.2,11409 15868,15184,0.0789286,5526.4,2708.6 9306,3419
1700,0.249596,16096.8,12413 17300,13558,0.0396522,3082,1534 3427,2783
1800,0.284047,17127.6,12558.6 17946,16667,0.0606176,4294,1865 7563,2767
1900,0.283255,17938.2,14065 19028,14945,0.0848002,5374.6,3242.4 8243,3839
2000,0.30593,19439.4,14253 20322,18386,0.0883894,6038,3441.4 6585,5597
2100,0.318802,20045.4,15420 20886,19265,0.0760516,5749.4,2555.8 7769,3758
2200,0.351902,20742,15018.6 21413,20040,0.085907,5830.8,3314.4 8655,4028
2300,0.370915,22564.2,16761.4 23626,20991,0.111717,7844.8,4346 9522,5491
2400,0.372111,22710.8,15630.4 23872,21418,0.087337,5837.6,3558.6 7492,4039
2500,0.329107,23917,17649.8 24143,23688,0.0987842,7749,4143.8 9868,4049
2600,0.391137,25148.2,17598 25733,24224,0.092243,7391.4,3371.2 10039,3315
2700,0.369839,25840.4,18429.6 27129,25137,0.121441,9276.4,4962.8 11840,7204
2800,0.377116,25801.8,19040 27191,25093,0.113807,8310.6,4940.8 10307,5626
2900,0.396862,27450.6,20334.6 29174,23995,0.113366,8817.2,4883.6 13686,5310
3000,0.47107,29427.4,21778 31185,27288,0.118946,8657.2,4148.4 13345,7148
3100,0.484913,30224,22567.2 31421,28628,0.0981842,7204.6,3328 9225,5924
3200,0.544057,31374.6,23137.8 33123,29828,0.136542,8764.6,4351.4 11183,6491
3300,0.462719,31301.2,23278.8 33246,30233,0.079645,6340.6,2799.4 8162,4018
3400,0.530266,32789,23546 33956,32061,0.149129,10991.4,5273.8 17135,4525
3500,0.494828,33974.6,25594.2 35407,29712,0.124418,10279,5387.2 12995,7239
3600,0.535105,34923.6,26277.6 37181,32525,0.156745,10828.2,6074.2 15942,8098
3700,0.539913,35417,25772.6 37175,32145,0.146324,10658.6,6122.4 22517,6652
3800,0.567078,36725.8,25875.4 38196,35315,0.140256,10994.8,5288.6 16916,5190
3900,0.589667,37408.2,27764.8 39699,35601,0.15981,11331.2,5774.8 17802,6254
4000,0.624826,38590.4,27153.2 40010,37290,0.169208,11894.8,5310 15743,7364
4100,0.616013,39034,29755.4 40733,37674,0.159032,12324,5478 15724,8735
4200,0.576366,39615.8,28580.8 41413,37346,0.163318,12473.4,5129.8 19445,7397
4300,0.639385,41590.4,30334.8 43407,39209,0.176259,13398.4,7623.2 17634,8445
4400,0.62247,41992.8,30302.8 44917,39431,0.190821,13688.6,7419.2 23954,5638
4500,0.687145,44039.6,31861.6 46620,40717,0.19648,14779.6,6164.8 21836,7709
4600,0.714201,44638,31050.6 46891,42436,0.155665,11804.2,5496.8 18461,6450
4700,0.732467,45908.2,33427.8 47505,42638,0.200326,12689.6,7762.8 16743,9913
4800,0.693218,47527.4,34898.6 48843,46192,0.161146,13096.2,5673.8 19841,8424
4900,0.600675,42398.4,29562.4 46976,25916,0.208575,17190,7166.2 24351,8796
5000,0.817593,49538.6,36017.8 51762,47917,0.218102,15201.2,8619 20524,9532
5100,0.791613,49435.2,35350.4 53358,46213,0.178116,13091.2,7780.2 19793,5716
5200,0.760937,50592.4,36222 53378,47672,0.172816,13494.8,6690.4 25138,6241
5300,0.78545,51648.2,35660.6 52792,50389,0.260205,18717.8,9677.2 23102,15770
5400,0.794222,53084.8,37816.8 55653,49925,0.175897,13137.8,6423.6 17435,6848
5500,0.845273,55180.4,39308.8 56569,52997,0.221109,16835.6,8626.2 30128,10828
5600,0.904568,55950.4,40451.8 57156,55155,0.211449,14728.8,9000 20051,8283
5700,0.831744,54742.4,40996.2 59113,49576,0.242248,17298.8,9865.4 25094,6566
5800,0.917189,58348.2,44689.6 64449,53382,0.237474,16939.4,9352.6 23026,12843
5900,0.792333,56624.2,41083.6 57809,53341,0.229932,19930.8,9114.6 32308,11006
6000,0.807884,60392.6,41087 64201,56390,0.239652,19037,9706.6 32787,9321
