n;q_time;q_c;q_s;q__c/n;q_s/n,m_time;m_c;m_s;m__c/n;m_s/n,i_time;i_c;i_s;i__c/n;i_s/n
100;0.000007;637.479980;290.290009;6.374800;2.902900;0.000010;541.119995;672.000000;5.411200;6.720000;0.000009;2493.239990;99.000000;24.932400;0.990000
200;0.000017;1532.000000;699.010010;7.660000;3.495050;0.000028;1282.560059;1544.000000;6.412800;7.720000;0.000036;9906.500000;199.000000;49.532501;0.995000
300;0.000027;2585.610107;1209.939941;8.618700;4.033134;0.000040;2095.350098;2488.000000;6.984500;8.293333;0.000071;22424.380859;299.000000;74.747932;0.996667
400;0.000037;3621.830078;1710.020020;9.054575;4.275050;0.000056;2962.620117;3488.000000;7.406550;8.720000;0.000139;39774.019531;399.000000;99.435051;0.997500
500;0.000048;4818.500000;2254.270020;9.637000;4.508540;0.000071;3855.760010;4488.000000;7.711520;8.976000;0.000189;62675.101562;499.000000;125.350197;0.998000
600;0.000062;6039.890137;2790.229980;10.066483;4.650383;0.000097;4792.189941;5576.000000;7.986983;9.293333;0.000330;90221.046875;599.000000;150.368423;0.998333
700;0.000060;7111.609863;3317.350098;10.159443;4.739071;0.000089;5749.169922;6676.000000;8.213100;9.537143;0.000340;122743.632812;699.000000;175.348038;0.998571
800;0.000064;8334.849609;3841.270020;10.418563;4.801588;0.000096;6720.879883;7776.000000;8.401100;9.720000;0.000395;159435.453125;799.000000;199.294327;0.998750
900;0.000072;9604.320312;4514.080078;10.671467;5.015645;0.000108;7709.339844;8876.000000;8.565933;9.862223;0.000482;201874.437500;899.000000;224.304932;0.998889
1000;0.000083;10957.559570;5158.540039;10.957560;5.158540;0.000123;8706.009766;9976.000000;8.706010;9.976000;0.000581;249381.046875;999.000000;249.381042;0.999000
1100;0.000090;12293.759766;5813.729980;11.176146;5.285209;0.000132;9735.639648;11152.000000;8.850582;10.138182;0.000683;302169.375000;1099.000000;274.699432;0.999091
1200;0.000099;13669.589844;6476.140137;11.391325;5.396783;0.000146;10783.349609;12352.000000;8.986125;10.293333;0.000807;359128.906250;1199.000000;299.274109;0.999167
1300;0.000109;15084.269531;7063.660156;11.603285;5.433585;0.000158;11835.650391;13552.000000;9.104346;10.424616;0.000939;420932.312500;1299.000000;323.794098;0.999231
1400;0.000116;16476.500000;7645.109863;11.768929;5.460793;0.000172;12895.589844;14752.000000;9.211136;10.537143;0.001082;488203.406250;1399.000000;348.716705;0.999286
1500;0.000124;17888.589844;8371.860352;11.925727;5.581240;0.000182;13959.169922;15952.000000;9.306113;10.634666;0.001235;560414.687500;1499.000000;373.609772;0.999333
1600;0.000134;19106.320312;9169.809570;11.941450;5.731131;0.000195;15040.480469;17152.000000;9.400300;10.720000;0.001408;639582.187500;1599.000000;399.738861;0.999375
1700;0.000147;20694.500000;9649.690430;12.173235;5.676288;0.000216;16125.429688;18352.000000;9.485547;10.795294;0.001641;723327.187500;1699.000000;425.486603;0.999412
1800;0.000152;21968.339844;10304.379883;12.204634;5.724656;0.000222;17219.500000;19552.000000;9.566389;10.862223;0.001774;808897.500000;1799.000000;449.387512;0.999444
1900;0.000165;23428.830078;11053.660156;12.330963;5.817716;0.000247;18316.320312;20752.000000;9.640168;10.922105;0.002010;901184.312500;1899.000000;474.307526;0.999474
2000;0.000180;24752.460938;11752.719727;12.376230;5.876360;0.000264;19413.330078;21952.000000;9.706665;10.976000;0.002287;998817.437500;1999.000000;499.408722;0.999500
2100;0.000186;26357.820312;12296.719727;12.551343;5.855581;0.000266;20528.960938;23204.000000;9.775695;11.049523;0.002416;1099853.625000;2099.000000;523.739807;0.999524
2200;0.000191;27808.050781;13055.929688;12.640022;5.934514;0.000281;21675.890625;24504.000000;9.852677;11.138182;0.002767;1211576.500000;2199.000000;550.716553;0.999545
2300;0.000212;29277.630859;13746.040039;12.729404;5.976539;0.000313;22823.300781;25804.000000;9.923174;11.219131;0.002980;1322222.250000;2299.000000;574.879211;0.999565
2400;0.000224;31305.830078;14786.280273;13.044096;6.160950;0.000314;23966.619141;27104.000000;9.986092;11.293333;0.003203;1438722.125000;2399.000000;599.467529;0.999583
2500;0.000234;32444.070312;15171.669922;12.977628;6.068668;0.000341;25115.300781;28404.000000;10.046120;11.361600;0.003681;1565123.375000;2499.000000;626.049316;0.999600
2600;0.000237;33991.539062;15912.339844;13.073669;6.120131;0.000337;26265.580078;29704.000000;10.102146;11.424616;0.003766;1689914.375000;2599.000000;649.967102;0.999615
2700;0.000258;35632.148438;16723.250000;13.197093;6.193796;0.000378;27424.490234;31004.000000;10.157219;11.482963;0.004247;1821670.125000;2699.000000;674.692627;0.999630
2800;0.000262;36824.160156;17150.519531;13.151485;6.125185;0.000388;28588.880859;32304.000000;10.210315;11.537143;0.004542;1957493.000000;2799.000000;699.104614;0.999643
2900;0.000266;38554.390625;17837.119141;13.294618;6.150731;0.000388;29748.759766;33604.000000;10.258193;11.587586;0.004779;2101144.000000;2899.000000;724.532410;0.999655
3000;0.000275;40173.691406;18533.240234;13.391230;6.177747;0.000398;30921.759766;34904.000000;10.307253;11.634666;0.005063;2251032.250000;2999.000000;750.344116;0.999667
