n;q_time;q_c;q_s;q__c/n;q_s/n,m_time;m_c;m_s;m__c/n;m_s/n,i_time;i_c;i_s;i__c/n;i_s/n;q_dual_time;q_dual_c;q_dual_s;q_dual__c/n;q_dual_s/n
4900;0.000466;71845.406250;32372.220703;14.662329;6.606575;0.000685;53980.171875;60408.000000;11.016361;12.328163;0.233352;6001809.500000;4899.000000;1224.859009;0.999796;0.000447;33324.578125;24232.589844;6.800935;4.945426
5000;0.000485;73979.640625;33325.261719;14.795928;6.665052;0.000703;55217.921875;61808.000000;11.043584;12.361600;0.247254;6236302.500000;4999.000000;1247.260498;0.999800;0.000459;34096.460938;24943.689453;6.819292;4.988738
5100;0.000492;76051.429688;34163.929688;14.912045;6.698810;0.000705;56475.511719;63208.000000;11.073629;12.393725;0.261669;6506562.500000;5099.000000;1275.796631;0.999804;0.000470;35040.011719;25525.669922;6.870590;5.005033
5200;0.000505;77999.273438;34978.781250;14.999860;6.726688;0.000725;57735.480469;64608.000000;11.102977;12.424616;0.276976;6750349.000000;5199.000000;1298.144043;0.999808;0.000518;35534.691406;25832.019531;6.833594;4.967696
5300;0.000509;80185.460938;35547.808594;15.129333;6.707134;0.000733;58984.328125;66008.000000;11.129119;12.454340;0.292476;7018768.000000;5299.000000;1324.295898;0.999811;0.000478;36310.718750;26294.099609;6.851079;4.961151
5400;0.000528;81235.421875;36121.410156;15.043596;6.689150;0.000764;60246.960938;67408.000000;11.156844;12.482963;0.308992;7282563.000000;5399.000000;1348.622803;0.999815;0.000495;37229.789062;27267.910156;6.894405;5.049613
5500;0.000542;83179.093750;37067.031250;15.123471;6.739460;0.000781;61518.988281;68808.000000;11.185271;12.510546;0.326250;7549945.500000;5499.000000;1372.717407;0.999818;0.000508;37957.050781;27712.869141;6.901282;5.038703
5600;0.000544;84644.812500;37278.308594;15.115145;6.656841;0.001212;62773.199219;70208.000000;11.209500;12.537143;0.343887;7824118.000000;5599.000000;1397.163940;0.999821;0.000524;38551.710938;28059.330078;6.884234;5.010595
5700;0.000588;86980.640625;38395.328125;15.259762;6.736023;0.000854;64036.578125;71608.000000;11.234488;12.562807;0.363393;8113739.500000;5699.000000;1423.463013;0.999825;0.000556;39191.921875;28518.660156;6.875775;5.003273
5800;0.000590;88621.539062;38176.621094;15.279576;6.582176;0.000872;65310.308594;73008.000000;11.260398;12.587586;0.383251;8400321.000000;5799.000000;1448.331299;0.999828;0.000561;40532.808594;29148.250000;6.988416;5.025560
